question_id,temporal_distance,recency_score,subject_fact_count,overlap_count,subject_fact_density,domain,task_family,as_of_day,subject
q1076,36,0.6101694915254237,48,19,2.4,fast,OverlapQuery,24,sts9
q1077,9,0.15254237288135597,27,79,0.3375,medium,AsOfQA,51,model_22
q1077,32,0.5423728813559322,20,49,0.4,medium,PastQueryTrap,28,model_7
q1077,1,0.016949152542372836,21,39,0.525,medium,CurrentQuery,59,mdl_6
q1077,10,0.1694915254237288,47,19,2.35,fast,PastQueryTrap,50,sts18
q1078,5,0.0847457627118644,35,79,0.4375,medium,AsOfQA,55,api_16
q1078,37,0.6271186440677966,18,39,0.45,slow,PastQueryTrap,23,spec_10
q1078,44,0.7457627118644068,48,69,0.6857142857142857,fast,DecayTrap,16,sts_18
q1078,53,0.8983050847457628,13,9,1.3,medium,PastQueryTrap,7,api0
q1079,57,0.9661016949152542,45,69,0.6428571428571429,fast,AsOfQA,3,incident_14
q1079,48,0.8135593220338984,25,49,0.5,medium,PastQueryTrap,12,api_15
q1079,7,0.11864406779661019,12,29,0.4,slow,CurrentQuery,53,hw_6
q1079,0,0.0,9,9,0.9,slow,CurrentQuery,60,hw7
q108,44,0.7457627118644068,29,79,0.3625,medium,AsOfQA,16,model_0
q108,0,0.0,17,49,0.34,medium,CurrentQuery,60,api_6
q108,54,0.9152542372881356,50,69,0.7142857142857143,fast,DecayTrap,6,doc_13
q108,52,0.8813559322033898,46,19,2.3,fast,OverlapQuery,8,sts0
q1080,5,0.0847457627118644,42,69,0.6,fast,AsOfQA,55,docs_13
q1080,29,0.4915254237288136,43,79,0.5375,fast,PastQueryTrap,31,status_14
q1080,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,sts_5
q1080,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw3
q1081,50,0.847457627118644,20,79,0.25,medium,AsOfQA,10,api_20
q1081,60,1.0,24,49,0.48,medium,ChangeDetection,0,model_8
q1081,28,0.47457627118644063,20,39,0.5,medium,PastQueryTrap,32,mdl_3
q1081,0,0.0,46,19,2.3,fast,CurrentQuery,60,sts6
q1082,59,1.0,15,59,0.25,slow,AsOfQA,1,spec_5
q1082,0,0.0,40,79,0.5,fast,CurrentQuery,60,docs_1
q1082,51,0.864406779661017,48,69,0.6857142857142857,fast,DecayTrap,9,doc_4
q1082,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts8
q1083,21,0.35593220338983056,23,79,0.2875,medium,AsOfQA,39,model_19
q1083,0,0.0,41,79,0.5125,fast,CurrentQuery,60,incident_15
q1083,55,0.9322033898305084,23,39,0.575,medium,OverlapTrap,5,api_10
q1083,0,0.0,7,9,0.7,slow,CurrentQuery,60,hw8
q1084,12,0.2033898305084746,22,79,0.275,medium,AsOfQA,48,pricing_19
q1084,3,0.05084745762711862,13,39,0.325,slow,CurrentQuery,57,hardware_3
q1084,0,0.0,39,69,0.5571428571428572,fast,CurrentQuery,60,inc_5
q1084,33,0.5593220338983051,47,19,2.35,fast,OverlapQuery,27,sts8
q1085,11,0.18644067796610164,39,69,0.5571428571428572,fast,AsOfQA,49,incident_8
q1085,0,0.0,18,39,0.45,slow,CurrentQuery,60,spec_10
q1085,55,0.9322033898305084,23,39,0.575,medium,OverlapTrap,5,api_10
q1085,19,0.3220338983050848,12,9,1.2,medium,OverlapQuery,41,api5
q1086,20,0.3389830508474576,33,69,0.4714285714285714,fast,AsOfQA,40,docs_18
q1086,0,0.0,43,79,0.5375,fast,CurrentQuery,60,docs_19
q1086,56,0.9491525423728814,5,29,0.16666666666666666,slow,OverlapTrap,4,spec_4
q1086,29,0.4915254237288136,43,19,2.15,fast,PastQueryTrap,31,sts17
q1087,18,0.30508474576271183,18,59,0.3,slow,AsOfQA,42,spec_29
q1087,28,0.47457627118644063,19,49,0.38,medium,PastQueryTrap,32,pricing_3
q1087,0,0.0,44,19,2.2,fast,CurrentQuery,60,sts1
q1088,18,0.30508474576271183,34,69,0.4857142857142857,fast,AsOfQA,42,status_16
q1088,1,0.016949152542372836,39,79,0.4875,fast,CurrentQuery,59,status_17
q1088,47,0.7966101694915254,47,69,0.6714285714285714,fast,DecayTrap,13,sts_24
q1088,33,0.5593220338983051,20,9,2.0,medium,OverlapQuery,27,api7
q1089,42,0.711864406779661,23,79,0.2875,medium,AsOfQA,18,api_26
q1089,0,0.0,47,79,0.5875,fast,CurrentQuery,60,status_11
q1089,1,0.016949152542372836,46,69,0.6571428571428571,fast,PastQueryTrap,59,inc_15
q1089,22,0.3728813559322034,13,9,1.3,medium,PastQueryTrap,38,api0
q109,18,0.30508474576271183,29,79,0.3625,medium,AsOfQA,42,pricing_2
q109,38,0.6440677966101696,18,49,0.36,medium,PastQueryTrap,22,pricing_2
q109,44,0.7457627118644068,8,29,0.26666666666666666,slow,DecayTrap,16,hw_2
q109,53,0.8983050847457628,44,19,2.2,fast,OverlapQuery,7,sts4
q1090,20,0.3389830508474576,39,69,0.5571428571428572,fast,AsOfQA,40,incident_8
q1090,0,0.0,43,79,0.5375,fast,CurrentQuery,60,docs_8
q1090,7,0.11864406779661019,4,9,0.4,slow,OverlapQuery,53,hw9
q1091,16,0.27118644067796616,33,69,0.4714285714285714,fast,AsOfQA,44,docs_18
q1091,26,0.44067796610169496,37,79,0.4625,fast,PastQueryTrap,34,docs_12
q1091,58,0.9830508474576272,49,69,0.7,fast,OverlapTrap,2,inc_2
q1091,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q1092,16,0.27118644067796616,34,69,0.4857142857142857,fast,AsOfQA,44,incident_11
q1092,60,1.0,48,79,0.6,fast,ChangeDetection,0,status_22
q1092,36,0.6101694915254237,44,19,2.2,fast,PastQueryTrap,24,sts1
q1093,1,0.016949152542372836,18,59,0.3,slow,AsOfQA,59,hardware_1
q1093,5,0.0847457627118644,18,39,0.45,slow,CurrentQuery,55,spec_17
q1093,45,0.7627118644067796,16,39,0.4,medium,DecayTrap,15,api_13
q1093,3,0.05084745762711862,13,9,1.3,slow,CurrentQuery,57,hw1
q1094,11,0.18644067796610164,27,79,0.3375,medium,AsOfQA,49,api_21
q1094,49,0.8305084745762712,44,79,0.55,fast,PastQueryTrap,11,incident_4
q1094,46,0.7796610169491526,10,39,0.25,medium,DecayTrap,14,mdl_2
q1094,30,0.5084745762711864,10,9,1.0,medium,OverlapQuery,30,api3
q1095,49,0.8305084745762712,30,79,0.375,medium,AsOfQA,11,model_23
q1095,30,0.5084745762711864,45,79,0.5625,fast,PastQueryTrap,30,docs_2
q1095,0,0.0,16,39,0.4,medium,CurrentQuery,60,prc_2
q1095,54,0.9152542372881356,14,9,1.4,medium,PastQueryTrap,6,api9
q1096,15,0.2542372881355932,28,79,0.35,medium,AsOfQA,45,model_13
q1096,50,0.847457627118644,43,79,0.5375,fast,PastQueryTrap,10,docs_6
q1096,55,0.9322033898305084,16,39,0.4,medium,OverlapTrap,5,mdl_4
q1096,10,0.1694915254237288,7,9,0.7,slow,OverlapQuery,50,hw8
q1097,29,0.4915254237288136,27,79,0.3375,medium,AsOfQA,31,api_8
q1097,12,0.2033898305084746,47,79,0.5875,fast,PastQueryTrap,48,incident_26
q1097,32,0.5423728813559322,5,9,0.5,slow,OverlapQuery,28,hw3
q1098,28,0.47457627118644063,18,59,0.3,slow,AsOfQA,32,hardware_29
q1098,40,0.6779661016949152,17,39,0.425,slow,PastQueryTrap,20,hardware_11
q1098,15,0.2542372881355932,49,69,0.7,fast,PastQueryTrap,45,inc_4
q1098,32,0.5423728813559322,5,9,0.5,slow,PastQueryTrap,28,hw2
q1099,6,0.10169491525423724,40,69,0.5714285714285714,fast,AsOfQA,54,status_5
q1099,49,0.8305084745762712,14,49,0.28,medium,PastQueryTrap,11,api_12
q1099,2,0.03389830508474578,9,9,0.9,slow,CurrentQuery,58,hw7
q11,47,0.7966101694915254,25,79,0.3125,medium,AsOfQA,13,pricing_9
q11,10,0.1694915254237288,13,39,0.325,slow,CurrentQuery,50,hardware_18
q11,5,0.0847457627118644,19,39,0.475,medium,CurrentQuery,55,api_1
q11,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts2
q110,37,0.6271186440677966,36,69,0.5142857142857142,fast,AsOfQA,23,status_15
q110,0,0.0,39,79,0.4875,fast,CurrentQuery,60,incident_17
q110,55,0.9322033898305084,11,29,0.36666666666666664,slow,OverlapTrap,5,hw_0
q110,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw2
q1100,46,0.7796610169491526,27,79,0.3375,medium,AsOfQA,14,api_10
q1100,17,0.288135593220339,19,49,0.38,medium,PastQueryTrap,43,model_13
q1100,16,0.27118644067796616,41,69,0.5857142857142857,fast,PastQueryTrap,44,inc_23
q1100,42,0.711864406779661,47,19,2.35,fast,OverlapQuery,18,sts18
q1101,49,0.8305084745762712,19,59,0.31666666666666665,slow,AsOfQA,11,hardware_16
q1101,48,0.8135593220338984,47,79,0.5875,fast,PastQueryTrap,12,status_12
q1101,52,0.8813559322033898,20,39,0.5,medium,OverlapTrap,8,mdl_12
q1101,0,0.0,47,19,2.35,fast,CurrentQuery,60,sts18
q1102,30,0.5084745762711864,16,59,0.26666666666666666,slow,AsOfQA,30,spec_9
q1102,10,0.1694915254237288,37,79,0.4625,fast,PastQueryTrap,50,docs_12
q1102,51,0.864406779661017,13,29,0.43333333333333335,slow,OverlapTrap,9,hw_13
q1102,31,0.5254237288135593,42,19,2.1,fast,OverlapQuery,29,sts11
q1103,51,0.864406779661017,37,69,0.5285714285714286,fast,AsOfQA,9,docs_19
q1103,41,0.6949152542372881,41,79,0.5125,fast,PastQueryTrap,19,incident_24
q1103,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,sts_16
q1103,10,0.1694915254237288,6,9,0.6,slow,CurrentQuery,50,hw5
q1104,24,0.4067796610169492,20,79,0.25,medium,AsOfQA,36,pricing_13
q1104,3,0.05084745762711862,41,79,0.5125,fast,PastQueryTrap,57,incident_15
q1104,2,0.03389830508474578,10,39,0.25,medium,CurrentQuery,58,mdl_2
q1104,1,0.016949152542372836,51,19,2.55,fast,CurrentQuery,59,sts15
q1105,28,0.47457627118644063,14,59,0.23333333333333334,slow,AsOfQA,32,spec_21
q1105,27,0.4576271186440678,40,79,0.5,fast,PastQueryTrap,33,incident_16
q1105,49,0.8305084745762712,23,39,0.575,medium,PastQueryTrap,11,api_9
q1105,0,0.0,50,19,2.5,fast,CurrentQuery,60,sts19
q1106,24,0.4067796610169492,16,59,0.26666666666666666,slow,AsOfQA,36,spec_28
q1106,0,0.0,48,79,0.6,fast,CurrentQuery,60,status_26
q1106,57,0.9661016949152542,47,69,0.6714285714285714,fast,OverlapTrap,3,inc_13
q1106,7,0.11864406779661019,47,19,2.35,fast,OverlapQuery,53,sts16
q1107,13,0.22033898305084743,42,69,0.6,fast,AsOfQA,47,docs_13
q1107,24,0.4067796610169492,46,79,0.575,fast,PastQueryTrap,36,docs_7
q1107,29,0.4915254237288136,49,69,0.7,fast,PastQueryTrap,31,sts_8
q1107,0,0.0,48,19,2.4,fast,CurrentQuery,60,sts9
q1108,43,0.728813559322034,38,69,0.5428571428571428,fast,AsOfQA,17,incident_15
q1108,60,1.0,14,39,0.35,slow,ChangeDetection,0,hardware_13
q1108,55,0.9322033898305084,23,39,0.575,medium,OverlapTrap,5,api_9
q1108,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts11
q1109,59,1.0,29,79,0.3625,medium,AsOfQA,1,pricing_2
q1109,43,0.728813559322034,8,39,0.2,slow,PastQueryTrap,17,spec_3
q1109,43,0.728813559322034,10,29,0.3333333333333333,slow,PastQueryTrap,17,hw_10
q1109,6,0.10169491525423724,7,9,0.7,slow,CurrentQuery,54,hw0
q111,18,0.30508474576271183,41,69,0.5857142857142857,fast,AsOfQA,42,incident_12
q111,14,0.23728813559322037,24,49,0.48,medium,PastQueryTrap,46,model_17
q111,8,0.13559322033898302,46,69,0.6571428571428571,fast,PastQueryTrap,52,sts_12
q111,13,0.22033898305084743,8,9,0.8,medium,PastQueryTrap,47,api6
q1110,56,0.9491525423728814,37,69,0.5285714285714286,fast,AsOfQA,4,status_24
q1110,60,1.0,12,49,0.24,medium,ChangeDetection,0,model_0
q1110,0,0.0,50,69,0.7142857142857143,fast,CurrentQuery,60,sts_20
q1110,10,0.1694915254237288,42,19,2.1,fast,OverlapQuery,50,sts11
q1111,9,0.15254237288135597,42,69,0.6,fast,AsOfQA,51,status_2
q1111,60,1.0,8,39,0.2,slow,ChangeDetection,0,spec_3
q1111,0,0.0,49,69,0.7,fast,CurrentQuery,60,doc_18
q1111,3,0.05084745762711862,12,9,1.2,medium,CurrentQuery,57,api5
q1112,33,0.5593220338983051,38,69,0.5428571428571428,fast,AsOfQA,27,incident_15
q1112,8,0.13559322033898302,47,79,0.5875,fast,PastQueryTrap,52,status_24
q1112,51,0.864406779661017,15,29,0.5,slow,DecayTrap,9,hw_8
q1112,18,0.30508474576271183,44,19,2.2,fast,PastQueryTrap,42,sts7
q1113,49,0.8305084745762712,36,69,0.5142857142857142,fast,AsOfQA,11,docs_12
q1113,60,1.0,49,79,0.6125,fast,ChangeDetection,0,incident_7
q1113,51,0.864406779661017,11,29,0.36666666666666664,slow,DecayTrap,9,hw_4
q1113,34,0.576271186440678,50,19,2.5,fast,OverlapQuery,26,sts19
q1114,38,0.6440677966101696,16,59,0.26666666666666666,slow,AsOfQA,22,hardware_0
q1114,60,1.0,6,39,0.15,slow,ChangeDetection,0,spec_15
q1114,50,0.847457627118644,48,69,0.6857142857142857,fast,DecayTrap,10,inc_18
q1114,4,0.06779661016949157,6,9,0.6,slow,CurrentQuery,56,hw5
q1115,8,0.13559322033898302,35,69,0.5,fast,AsOfQA,52,incident_23
q1115,52,0.8813559322033898,18,49,0.36,medium,PastQueryTrap,8,pricing_7
q1115,34,0.576271186440678,22,9,2.2,medium,OverlapQuery,26,api2
q1116,42,0.711864406779661,25,79,0.3125,medium,AsOfQA,18,pricing_9
q1116,40,0.6779661016949152,10,39,0.25,slow,PastQueryTrap,20,spec_8
q1116,48,0.8135593220338984,50,69,0.7142857142857143,fast,DecayTrap,12,doc_7
q1116,39,0.6610169491525424,45,19,2.25,fast,OverlapQuery,21,sts13
q1117,48,0.8135593220338984,23,79,0.2875,medium,AsOfQA,12,pricing_14
q1117,55,0.9322033898305084,21,49,0.42,medium,PastQueryTrap,5,api_8
q1117,49,0.8305084745762712,47,69,0.6714285714285714,fast,DecayTrap,11,inc_24
q1117,33,0.5593220338983051,42,19,2.1,fast,OverlapQuery,27,sts12
q1118,26,0.44067796610169496,12,59,0.2,slow,AsOfQA,34,spec_17
q1118,0,0.0,40,79,0.5,fast,CurrentQuery,60,status_7
q1118,15,0.2542372881355932,11,39,0.275,medium,PastQueryTrap,45,prc_7
q1118,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts3
q1119,35,0.5932203389830508,37,69,0.5285714285714286,fast,AsOfQA,25,incident_5
q1119,4,0.06779661016949157,18,39,0.45,slow,PastQueryTrap,56,hardware_15
q1119,1,0.016949152542372836,48,69,0.6857142857142857,fast,CurrentQuery,59,sts_22
q1119,16,0.27118644067796616,8,9,0.8,medium,PastQueryTrap,44,api6
q112,24,0.4067796610169492,35,69,0.5,fast,AsOfQA,36,status_12
q112,60,1.0,20,49,0.4,medium,ChangeDetection,0,api_13
q112,53,0.8983050847457628,50,69,0.7142857142857143,fast,DecayTrap,7,sts_20
q112,0,0.0,12,9,1.2,medium,CurrentQuery,60,api5
q1120,57,0.9661016949152542,36,69,0.5142857142857142,fast,AsOfQA,3,incident_3
q1120,0,0.0,41,79,0.5125,fast,CurrentQuery,60,status_8
q1120,53,0.8983050847457628,7,29,0.23333333333333334,slow,DecayTrap,7,spec_3
q1120,0,0.0,20,9,2.0,medium,CurrentQuery,60,api4
q1121,45,0.7627118644067796,41,69,0.5857142857142857,fast,AsOfQA,15,incident_12
q1121,0,0.0,48,79,0.6,fast,CurrentQuery,60,status_22
q1121,55,0.9322033898305084,17,39,0.425,medium,OverlapTrap,5,prc_5
q1121,54,0.9152542372881356,13,9,1.3,medium,OverlapQuery,6,api0
q1122,2,0.03389830508474578,34,69,0.4857142857142857,fast,AsOfQA,58,status_16
q1122,13,0.22033898305084743,15,39,0.375,slow,PastQueryTrap,47,hardware_14
q1122,53,0.8983050847457628,50,69,0.7142857142857143,fast,DecayTrap,7,doc_10
q1122,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts12
q1123,1,0.016949152542372836,36,69,0.5142857142857142,fast,AsOfQA,59,status_7
q1123,1,0.016949152542372836,39,79,0.4875,fast,CurrentQuery,59,status_6
q1123,50,0.847457627118644,24,39,0.6,medium,DecayTrap,10,mdl_5
q1123,26,0.44067796610169496,43,19,2.15,fast,OverlapQuery,34,sts14
q1124,39,0.6610169491525424,31,79,0.3875,medium,AsOfQA,21,api_9
q1124,23,0.38983050847457623,21,49,0.42,medium,PastQueryTrap,37,model_6
q1124,54,0.9152542372881356,12,29,0.4,slow,DecayTrap,6,hw_12
q1124,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q1125,23,0.38983050847457623,13,59,0.21666666666666667,slow,AsOfQA,37,spec_16
q1125,29,0.4915254237288136,13,39,0.325,slow,PastQueryTrap,31,hardware_3
q1125,20,0.3389830508474576,10,39,0.25,medium,PastQueryTrap,40,mdl_2
q1125,19,0.3220338983050848,43,19,2.15,fast,PastQueryTrap,41,sts2
q1126,9,0.15254237288135597,41,69,0.5857142857142857,fast,AsOfQA,51,status_4
q1126,40,0.6779661016949152,19,49,0.38,medium,PastQueryTrap,20,pricing_3
q1126,56,0.9491525423728814,24,39,0.6,medium,OverlapTrap,4,mdl_5
q1126,0,0.0,20,9,2.0,medium,CurrentQuery,60,api7
q1127,34,0.576271186440678,26,79,0.325,medium,AsOfQA,26,api_24
q1127,0,0.0,20,49,0.4,medium,CurrentQuery,60,model_7
q1127,0,0.0,14,39,0.35,medium,CurrentQuery,60,prc_9
q1127,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw2
q1128,33,0.5593220338983051,36,69,0.5142857142857142,fast,AsOfQA,27,docs_11
q1128,0,0.0,48,79,0.6,fast,CurrentQuery,60,incident_1
q1128,2,0.03389830508474578,49,69,0.7,fast,PastQueryTrap,58,doc_2
q1128,49,0.8305084745762712,44,19,2.2,fast,OverlapQuery,11,sts5
q1129,43,0.728813559322034,23,79,0.2875,medium,AsOfQA,17,api_26
q1129,60,1.0,49,79,0.6125,fast,ChangeDetection,0,docs_10
q1129,12,0.2033898305084746,49,69,0.7,fast,PastQueryTrap,48,inc_4
q1129,29,0.4915254237288136,46,19,2.3,fast,OverlapQuery,31,sts10
q113,38,0.6440677966101696,41,69,0.5857142857142857,fast,AsOfQA,22,incident_12
q113,0,0.0,28,49,0.56,medium,CurrentQuery,60,pricing_4
q113,50,0.847457627118644,22,39,0.55,medium,DecayTrap,10,prc_3
q113,56,0.9491525423728814,43,19,2.15,fast,OverlapQuery,4,sts14
q1130,59,1.0,36,69,0.5142857142857142,fast,AsOfQA,1,docs_9
q1130,52,0.8813559322033898,44,79,0.55,fast,PastQueryTrap,8,incident_19
q1130,1,0.016949152542372836,22,39,0.55,medium,CurrentQuery,59,prc_3
q1130,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q1131,39,0.6610169491525424,26,79,0.325,medium,AsOfQA,21,model_10
q1131,38,0.6440677966101696,43,79,0.5375,fast,PastQueryTrap,22,docs_6
q1131,49,0.8305084745762712,43,69,0.6142857142857143,fast,DecayTrap,11,sts_6
q1131,31,0.5254237288135593,15,9,1.5,medium,OverlapQuery,29,api1
q1132,26,0.44067796610169496,19,59,0.31666666666666665,slow,AsOfQA,34,hardware_25
q1132,54,0.9152542372881356,10,39,0.25,slow,PastQueryTrap,6,spec_14
q1132,55,0.9322033898305084,51,69,0.7285714285714285,fast,OverlapTrap,5,sts_7
q1132,54,0.9152542372881356,42,19,2.1,fast,PastQueryTrap,6,sts3
q1133,17,0.288135593220339,38,69,0.5428571428571428,fast,AsOfQA,43,incident_6
q1133,0,0.0,39,79,0.4875,fast,CurrentQuery,60,status_17
q1133,0,0.0,45,69,0.6428571428571429,fast,CurrentQuery,60,inc_14
q1133,39,0.6610169491525424,7,9,0.7,slow,PastQueryTrap,21,hw0
q1134,42,0.711864406779661,40,69,0.5714285714285714,fast,AsOfQA,18,docs_7
q1134,60,1.0,12,39,0.3,slow,ChangeDetection,0,spec_18
q1134,57,0.9661016949152542,50,69,0.7142857142857143,fast,OverlapTrap,3,inc_10
q1134,18,0.30508474576271183,12,9,1.2,medium,OverlapQuery,42,api5
q1135,36,0.6101694915254237,37,69,0.5285714285714286,fast,AsOfQA,24,docs_19
q1135,60,1.0,26,49,0.52,medium,ChangeDetection,0,api_17
q1135,58,0.9830508474576272,45,69,0.6428571428571429,fast,OverlapTrap,2,doc_12
q1135,4,0.06779661016949157,10,9,1.0,medium,CurrentQuery,56,api8
q1136,24,0.4067796610169492,25,79,0.3125,medium,AsOfQA,36,pricing_9
q1136,60,1.0,13,39,0.325,slow,ChangeDetection,0,hardware_18
q1136,14,0.23728813559322037,7,9,0.7,slow,OverlapQuery,46,hw0
q1137,37,0.6271186440677966,37,69,0.5285714285714286,fast,AsOfQA,23,docs_19
q1137,60,1.0,10,39,0.25,slow,ChangeDetection,0,spec_14
q1137,57,0.9661016949152542,50,69,0.7142857142857143,fast,OverlapTrap,3,sts_3
q1137,0,0.0,45,19,2.25,fast,CurrentQuery,60,sts13
q1138,21,0.35593220338983056,32,79,0.4,medium,AsOfQA,39,model_28
q1138,60,1.0,20,49,0.4,medium,ChangeDetection,0,model_7
q1138,54,0.9152542372881356,19,39,0.475,medium,OverlapTrap,6,mdl_9
q1138,51,0.864406779661017,43,19,2.15,fast,OverlapQuery,9,sts17
q1139,53,0.8983050847457628,32,79,0.4,medium,AsOfQA,7,model_28
q1139,0,0.0,47,79,0.5875,fast,CurrentQuery,60,incident_27
q1139,58,0.9830508474576272,45,69,0.6428571428571429,fast,OverlapTrap,2,sts_16
q1139,0,0.0,22,9,2.2,medium,CurrentQuery,60,api2
q114,14,0.23728813559322037,27,79,0.3375,medium,AsOfQA,46,model_5
q114,45,0.7627118644067796,40,79,0.5,fast,PastQueryTrap,15,docs_0
q114,56,0.9491525423728814,50,69,0.7142857142857143,fast,OverlapTrap,4,sts_10
q114,22,0.3728813559322034,4,9,0.4,slow,OverlapQuery,38,hw9
q1140,50,0.847457627118644,32,69,0.45714285714285713,fast,AsOfQA,10,docs_4
q1140,8,0.13559322033898302,45,79,0.5625,fast,PastQueryTrap,52,incident_8
q1140,48,0.8135593220338984,5,29,0.16666666666666666,slow,DecayTrap,12,hw_9
q1140,24,0.4067796610169492,9,9,0.9,slow,PastQueryTrap,36,hw7
q1141,2,0.03389830508474578,20,59,0.3333333333333333,slow,AsOfQA,58,hardware_18
q1141,0,0.0,19,49,0.38,medium,CurrentQuery,60,api_9
q1141,14,0.23728813559322037,49,69,0.7,fast,PastQueryTrap,46,doc_0
q1141,0,0.0,42,19,2.1,fast,CurrentQuery,60,sts11
q1142,50,0.847457627118644,29,79,0.3625,medium,AsOfQA,10,pricing_2
q1142,47,0.7966101694915254,49,79,0.6125,fast,PastQueryTrap,13,docs_4
q1142,55,0.9322033898305084,14,39,0.35,medium,OverlapTrap,5,prc_9
q1142,56,0.9491525423728814,43,19,2.15,fast,OverlapQuery,4,sts2
q1143,28,0.47457627118644063,16,79,0.2,medium,AsOfQA,32,api_23
q1143,0,0.0,20,49,0.4,medium,CurrentQuery,60,api_2
q1143,17,0.288135593220339,19,39,0.475,medium,PastQueryTrap,43,api_1
q1143,0,0.0,5,9,0.5,slow,CurrentQuery,60,hw3
q1144,3,0.05084745762711862,18,59,0.3,slow,AsOfQA,57,hardware_29
q1144,0,0.0,8,39,0.2,slow,CurrentQuery,60,spec_1
q1144,54,0.9152542372881356,52,69,0.7428571428571429,fast,OverlapTrap,6,inc_6
q1144,10,0.1694915254237288,50,19,2.5,fast,OverlapQuery,50,sts19
q1145,58,0.9830508474576272,41,69,0.5857142857142857,fast,AsOfQA,2,status_18
q1145,7,0.11864406779661019,38,79,0.475,fast,PastQueryTrap,53,status_9
q1145,51,0.864406779661017,46,69,0.6571428571428571,fast,DecayTrap,9,sts_12
q1145,17,0.288135593220339,11,9,1.1,slow,OverlapQuery,43,hw6
q1146,39,0.6610169491525424,45,69,0.6428571428571429,fast,AsOfQA,21,incident_14
q1146,17,0.288135593220339,10,39,0.25,slow,PastQueryTrap,43,spec_14
q1146,46,0.7796610169491526,13,29,0.43333333333333335,slow,OverlapTrap,14,spec_5
q1146,0,0.0,20,9,2.0,medium,CurrentQuery,60,api7
q1147,52,0.8813559322033898,15,59,0.25,slow,AsOfQA,8,spec_20
q1147,60,1.0,18,39,0.45,slow,ChangeDetection,0,hardware_15
q1147,44,0.7457627118644068,49,69,0.7,fast,DecayTrap,16,inc_4
q1147,4,0.06779661016949157,4,9,0.4,slow,OverlapQuery,56,hw9
q1148,38,0.6440677966101696,23,79,0.2875,medium,AsOfQA,22,pricing_5
q1148,0,0.0,38,79,0.475,fast,CurrentQuery,60,status_2
q1148,52,0.8813559322033898,9,29,0.3,slow,DecayTrap,8,hw_7
q1148,18,0.30508474576271183,12,9,1.2,medium,OverlapQuery,42,api5
q1149,47,0.7966101694915254,24,79,0.3,medium,AsOfQA,13,model_15
q1149,0,0.0,17,49,0.34,medium,CurrentQuery,60,pricing_8
q1149,47,0.7966101694915254,50,69,0.7142857142857143,fast,DecayTrap,13,inc_1
q1149,0,0.0,44,19,2.2,fast,OverlapQuery,60,sts1
q115,7,0.11864406779661019,26,79,0.325,medium,AsOfQA,53,api_14
q115,0,0.0,47,79,0.5875,fast,CurrentQuery,60,status_20
q115,57,0.9661016949152542,19,39,0.475,medium,OverlapTrap,3,mdl_9
q115,15,0.2542372881355932,7,9,0.7,slow,OverlapQuery,45,hw8
q1150,26,0.44067796610169496,15,59,0.25,slow,AsOfQA,34,hardware_21
q1150,0,0.0,41,79,0.5125,fast,CurrentQuery,60,incident_24
q1150,46,0.7796610169491526,20,39,0.5,medium,DecayTrap,14,mdl_12
q1150,0,0.0,43,19,2.15,fast,CurrentQuery,60,sts14
q1151,11,0.18644067796610164,20,59,0.3333333333333333,slow,AsOfQA,49,spec_25
q1151,0,0.0,49,79,0.6125,fast,CurrentQuery,60,incident_7
